text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword,source
"Mic khá bé , phải hét ầm nhà thì bên kia mới nghe rõ được , còn về phần loa thì ổn áp .","mic khá bé , phải hét ầm nhà thì bên kia mới nghe rõ được , còn về phần loa thì ổn_áp .",4,tích cực,"mic khá bé , phải hét ầm nhà thì bên kia mới nghe rõ được , còn về phần loa thì ổn_áp .","mic khá bé , phải hét ầm nhà thì bên kia mới nghe rõ được , còn về phần loa thì ổn_@@ áp .",all_good_reviews
"Giá trị tuyệt vời so với giá,","giá_trị tuyệt_vời so với giá ,",5,tích cực,"giá_trị tuyệt_vời so với giá ,","giá_trị tuyệt_vời so với giá ,",all_reviews
Đặt màu xanh giao màu hồng:),đặt màu xanh giao màu hồng,4,tích cực,đặt màu xanh giao màu hồng,đặt màu xanh giao màu hồng,all_good_reviews
"Tính năng nổi bật:nghe Chất lượng sản phẩm:tốt Đóng gói cẩn thận, hàng đẹp nghe tốt có thẻ bảo hành …","tính_năng nổi_bật nghe chất_lượng lượng sản_phẩm tốt đóng_gói cẩn_thận , hàng đẹp nghe tốt có thẻ bảo_hành",5,tích cực,"tính_năng nổi_bật nghe chất_lượng_lượng sản_phẩm tốt đóng_gói cẩn_thận , hàng đẹp nghe tốt có thẻ bảo_hành","tính_năng nổi_bật nghe chất_lượng lượng sản_phẩm tốt đóng_gói cẩn_thận , hàng đẹp nghe tốt có thẻ bảo_hành",all_good_reviews
kính bị ánh xanh xanh như vậy không nhìn thấy đc gì,kính bị ánh xanh xanh như_vậy không nhìn thấy được gì,1,tiêu cực,kính bị ánh xanh xanh_như_vậy không nhìn thấy được gì,kính bị ánh xanh xanh như_vậy không nhìn thấy được gì,all_bad_reviews
"Tai nghe hây, mọi người nên mua","tai nghe hây , mọi người nên mua",4,tích cực,"tai nghe hây , mọi người nên mua","tai nghe h@@ ây , mọi người nên mua",all_good_reviews
[TB] Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 11/11. Tiền KM sử dụng nội mạng không giới hạn thời gian. Nạp thẻ online tại https://viettel.vn/pay/tt . CT dành riêng cho TB của Quý khách. LH 198 (0đ).,tb tặng 20 giá_trị tất_cả thẻ_nạp vào tài_khoản viễn_thông trong ngày 11 11 . tiền khuyến_mãi sử_dụng nội_mạng không giới_hạn thời_gian . nạp thẻ online tại . ct dành riêng cho tb của quý_khách . lh 198 0 đ .,5,tích cực,tb tặng 20 giá_trị tất_cả thẻ_nạp vào tài_khoản viễn_thông trong ngày 11 11 . tiền khuyến_mãi sử_dụng nội_mạng không giới_hạn thời_gian . nạp thẻ online tại . ct dành riêng cho tb của quý_khách . lh 198 0 đ .,t@@ b tặng 20 giá_trị tất_cả thẻ_@@ nạp vào tài_khoản viễn_thông trong ngày 11 11 . tiền khuyến_mãi sử_dụng nội_@@ mạng không giới_hạn thời_gian . nạp thẻ online tại . ct dành riêng cho t@@ b của quý_khách . l@@ h 198 0 đ .,all_good_reviews
"Chất liệu:coton Màu sắc:trắng Đúng với mô tả:đúng Giao hàng nhanh, hình ảnh và video mang tính chất nhận xu. Mua theo link tiktok nhma rất ưng về chất lượng. 5/sao","chất_lượng liệu coton màu_sắc trắng đúng với mô_tả đúng giao hàng nhanh , hình_ảnh và video mang tính_chất_lượng nhận xu . mua theo link tiktok nhma rất ưng về chất_lượng lượng . 5 sao",5,tích cực,"chất_lượng_liệu coton màu_sắc trắng đúng với mô_tả đúng giao hàng nhanh , hình_ảnh và video mang tính_chất_lượng nhận xu . mua theo link tiktok nhma rất ưng về chất_lượng_lượng . 5 sao","chất_lượng liệu co@@ ton màu_sắc trắng đúng với mô_tả đúng giao hàng nhanh , hình_ảnh và video mang tính_@@ chất_lượng nhận xu . mua theo link ti@@ k@@ to@@ k nh@@ ma rất ưng về chất_lượng lượng . 5 sao",all_good_reviews
Chất liệu:ngon Màu sắc:đẹp mua đi ngon lắm màu trắng tuy mỏng mát hơn mấy màu khác nhm mua đi đỉnh lắm đó,chất_lượng liệu ngon màu_sắc_đẹp mua đi ngon lắm màu trắng tuy mỏng_mát hơn mấy màu khác nhm mua đi_đỉnh lắm đó,5,tích cực,chất_lượng_liệu ngon_màu_sắc_đẹp mua đi ngon lắm màu trắng tuy mỏng_mát hơn mấy màu khác nhm mua đi_đỉnh lắm đó,chất_lượng liệu ngon màu_@@ sắc_đẹp mua đi ngon lắm màu trắng tuy mỏng_@@ mát hơn mấy màu khác nh@@ m mua đi_@@ đỉnh lắm đó,all_good_reviews
Chất liệu:ok Đúng với mô tả:ổn áp Màu sắc:ok,chất_lượng liệu ok đúng với mô_tả ổn_áp màu_sắc ok,4,tích cực,chất_lượng_liệu ok đúng với mô_tả ổn_áp màu_sắc ok,chất_lượng liệu ok đúng với mô_tả ổn_@@ áp màu_sắc ok,all_good_reviews
"sữa nan optipro plus có cả mã QR để truy xuất nguồn gốc, sữa mát lại có cả 5hmo nên tốt cả tiêu hóa và đề kháng con","sữa nan optipro plus có cả mã_qr để truy_xuất nguồn_gốc , sữa_mát lại có cả 5 hmo nên tốt cả tiêu_hóa và đề_kháng con",5,tích cực,"sữa nan optipro plus có cả mã_qr để truy_xuất nguồn_gốc , sữa_mát lại có cả 5 hmo nên tốt cả tiêu_hóa và đề_kháng con","sữa nan op@@ ti@@ pro plus có cả mã_@@ q@@ r để truy_xuất nguồn_gốc , sữ@@ a_@@ mát lại có cả 5 h@@ mo nên tốt cả tiêu_h@@ ó@@ a và đề_kháng con",all_reviews
Khong có nút bấm bên cạnh sườn,khong có nút bấm bên cạnh sườn,1,tiêu cực,khong có nút bấm bên cạnh sườn,kh@@ ong có nút bấm bên cạnh sườn,all_bad_reviews
Cực kỳ thích chất vải của áo hồi năm 2022 (nếu mình nhớ không nhầm) vì mãi đến tận bây giờ màu áo mặt ngoài vẫn đậm dù cho mặt trong đã phai cũ. Chất vải hiện tại tuy hạn chế được việc đổ lông nhưng mà mình thấy nó cứ nhựa nhựa kiểu gì á :< Áo oversize nên cân nhắc chiều ngang chiều dài áo để chọn đúng size mong muốn.,cực_kỳ thích chất_lượng vải của áo hồi năm 2022 nếu mình nhớ không nhầm vì mãi đến tận bây_giờ màu áo mặt ngoài vẫn đậm dù cho mặt trong đã phai cũ . chất_lượng vải hiện_tại tuy hạn_chế được việc đổ lông nhưng_mà mình thấy nó cứ nhựa nhựa kiểu gì á_áo oversize nên cân_nhắc chiều ngang chiều dài áo để chọn đúng kích_cỡ mong_muốn .,5,tích cực,cực_kỳ thích chất_lượng vải của áo hồi năm 2022 nếu mình nhớ không nhầm vì mãi đến tận bây_giờ màu áo mặt ngoài vẫn đậm dù cho mặt trong đã phai cũ . chất_lượng vải hiện_tại tuy hạn_chế được việc đổ lông nhưng_mà mình thấy nó cứ nhựa nhựa kiểu gì á_áo oversize nên cân_nhắc chiều ngang chiều dài áo để chọn đúng kích_cỡ_mong_muốn .,cực_kỳ thích chất_lượng vải của áo hồi năm 2022 nếu mình nhớ không nhầm vì mãi đến tận bây_giờ màu áo mặt ngoài vẫn đậm dù cho mặt trong đã phai cũ . chất_lượng vải hiện_tại tuy hạn_chế được việc đổ lông nhưng_mà mình thấy nó cứ nhựa nhựa kiểu gì á_@@ áo over@@ size nên cân_nhắc chiều ngang chiều dài áo để chọn đúng kích_cỡ mong_muốn .,all_good_reviews
Chất lượng sản phẩm:xấu Đúng với mô tả:ko đúng mô tả Mới mua về đã mất nút nguồn,chất_lượng lượng sản_phẩm xấu đúng với mô_tả không đúng mô_tả mới mua về đã mất nút nguồn,1,tiêu cực,chất_lượng lượng sản_phẩm xấu đúng với mô_tả không đúng mô_tả mới mua về đã mất nút nguồn,chất_lượng lượng sản_phẩm xấu đúng với mô_tả không đúng mô_tả mới mua về đã mất nút nguồn,all_bad_reviews
Mùa dịch nên Tiki giao trễ nhung vẫn đến tay người cần. Mong Tiki tiếp tục cải thiện để hỗ trợ cho nhiều người,mùa dịch nên tiki giao trễ nhung vẫn đến tay người cần . mong tiki tiếp_tục cải_thiện để hỗ_trợ cho nhiều người,5,tích cực,mùa dịch nên tiki giao trễ nhung vẫn đến tay người cần . mong tiki tiếp_tục cải_thiện để hỗ_trợ cho nhiều người,mùa dịch nên ti@@ ki giao trễ nhung vẫn đến tay người cần . mong ti@@ ki tiếp_tục cải_thiện để hỗ_trợ cho nhiều người,all_reviews
"Đúng với mô tả:ổn Trông ok, chắc chắn, lúc đầu tưởng mỏng mà mặc vào khá là dày dạn.ok ổn áp.","đúng với mô_tả ổn trông_ok , chắc_chắn , lúc đầu tưởng mỏng mà mặc vào khá là dày_dạn . ok ổn_áp .",5,tích cực,"đúng với mô_tả ổn trông_ok , chắc_chắn , lúc đầu tưởng mỏng mà mặc vào khá là dày_dạn . ok ổn_áp .","đúng với mô_tả ổn trông_@@ ok , chắc_chắn , lúc đầu tưởng mỏng mà mặc vào khá là dày_dạn . ok ổn_@@ áp .",all_good_reviews
"Vải thoải mái và thoáng khí., Nhiều màu sắc để lựa chọn, Đa năng và dễ tạo kiểu, chất vải đẹp lắm mn ạ","vải thoải_mái và thoáng_khí . , nhiều màu_sắc để lựa_chọn , đa_năng và dễ tạo kiểu , chất_lượng vải đẹp lắm mọi người ạ",5,tích cực,"vải thoải_mái và thoáng_khí . , nhiều màu_sắc để lựa_chọn , đa_năng và dễ tạo kiểu , chất_lượng vải đẹp lắm mọi người ạ","vải thoải_mái và thoáng_khí . , nhiều màu_sắc để lựa_chọn , đa_năng và dễ tạo kiểu , chất_lượng vải đẹp lắm mọi người ạ",all_reviews
Hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng hộ shop tiep,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop tiep,5,tích cực,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop tiep,hàng rất đẹp giao hàng nhanh chưa test nên chưa biết sẽ ra sao mong sẽ ổn đúng hàng nếu ok sẽ ủng_hộ shop ti@@ ep,all_good_reviews
Tính năng nổi bật:ngon nghe rõ Chất lượng sản phẩm:nếu chs game bật mic thì k nghe rõ,tính_năng nổi_bật ngon nghe rõ chất_lượng lượng sản_phẩm nếu chs game bật mic thì không nghe rõ,5,tích cực,tính_năng nổi_bật ngon nghe rõ chất_lượng_lượng sản_phẩm nếu chs game bật mic thì không nghe rõ,tính_năng nổi_bật ngon nghe rõ chất_lượng lượng sản_phẩm nếu chs game bật mic thì không nghe rõ,all_good_reviews
"Đúng với mô tả:đúng với mô tả Màu sắc:màu trắng Chất liệu:thun trơn cotton Mua lần thứ 2, áo okie nhé.","đúng với mô_tả đúng với mô_tả màu_sắc màu trắng chất_lượng liệu thun trơn cotton mua lần thứ 2 , áo okie nhé .",5,tích cực,"đúng với mô_tả đúng với mô_tả màu_sắc màu trắng chất_lượng_liệu thun trơn cotton mua lần thứ 2 , áo okie nhé .","đúng với mô_tả đúng với mô_tả màu_sắc màu trắng chất_lượng liệu thun trơn cotton mua lần thứ 2 , áo o@@ kie nhé .",all_good_reviews
Ok hợp chất liệu thoáng mát giao hàng nhanh tư vấn nhiệt tình ok,ok_hợp chất_lượng liệu thoáng mát giao hàng nhanh tư_vấn nhiệt_tình ok,5,tích cực,ok_hợp chất_lượng_liệu thoáng mát giao hàng nhanh tư_vấn nhiệt_tình ok,ok@@ _hợp chất_lượng liệu thoáng mát giao hàng nhanh tư_vấn nhiệt_tình ok,all_good_reviews
Tai nghe chất lượng bass ổn nên mua nha mọi người cực oke ở hà nội giao nhanh nưa,tai nghe chất_lượng lượng bass ổn nên mua nha mọi người cực oke ở hà_nội giao nhanh nưa,5,tích cực,tai nghe chất_lượng_lượng bass ổn nên mua nha mọi người cực oke ở hà_nội giao nhanh nưa,tai nghe chất_lượng lượng bass ổn nên mua nha mọi người cực o@@ ke ở hà_@@ nội giao nhanh n@@ ưa,all_good_reviews
Clmbo 5 món mà gửi thiếu cho có 4 món thiêdu nhưka thông,clmbo 5 món mà gửi thiếu cho có 4 món thiêdu nhưka thông,1,tiêu cực,clmbo 5 món mà gửi thiếu cho có 4 món thiêdu nhưka thông,cl@@ mbo 5 món mà gửi thiếu cho có 4 món thiê@@ du như@@ ka thông,all_bad_reviews
Khá thất vọng vì mua về ko có móc khoá,khá thất_vọng vì mua về không có móc khóa,1,tiêu cực,khá thất_vọng vì mua về không có móc khóa,khá thất_vọng vì mua về không có móc khó@@ a,all_bad_reviews
tốt cho hệ tiêu hóa,tốt cho hệ tiêu hóa,5,tích cực,tốt cho hệ tiêu hóa,tốt cho hệ tiêu h@@ ó@@ a,all_reviews
sz không đúng,kích_cỡ không đúng,1,tiêu cực,kích_cỡ không đúng,kích_cỡ không đúng,all_reviews
Chất liệu:meemf minj xinj moij nguwowif mua ungr hooj shop aj Đúng với mô tả:đúng với mô tả luôn Màu sắc:trắng nha mua đi mng,chất_lượng liệu meemf minj xinj moij nguwowif mua ungr hooj shop aj đúng với mô_tả đúng với mô_tả luôn màu_sắc trắng_nha mua đi mọi người,5,tích cực,chất_lượng_liệu meemf minj xinj moij nguwowif mua ungr hooj shop aj đúng với mô_tả đúng với mô_tả luôn màu_sắc_trắng_nha mua đi mọi người,chất_lượng liệu me@@ em@@ f min@@ j x@@ in@@ j mo@@ i@@ j ngu@@ wo@@ wi@@ f mua ung@@ r hoo@@ j shop aj đúng với mô_tả đúng với mô_tả luôn màu_sắc trắng_@@ nha mua đi mọi người,all_good_reviews
áo xinh lắm nhee,áo xinh lắm nhee,5,tích cực,áo xinh lắm nhee,áo xinh lắm nh@@ ee,all_good_reviews
Đúng với mô tả:ok mình đặt nhiều màu mà shop giao cho màu đỏ,đúng với mô_tả ok mình đặt nhiều màu mà shop giao cho màu đỏ,2,tích cực,đúng với mô_tả ok mình đặt nhiều màu mà shop giao cho màu đỏ,đúng với mô_tả ok mình đặt nhiều màu mà shop giao cho màu đỏ,all_bad_reviews
giao sai màu nha shop,giao sai màu nha shop,5,tiêu cực,giao sai màu nha shop,giao sai màu nha shop,all_reviews
Chất liệu:vải mỏng k dày như mình nghĩ Màu sắc:đúng màu Tôi muốn 1 lời phản hồi từ shop,chất_lượng liệu vải mỏng không dày như mình nghĩ màu_sắc đúng màu tôi muốn 1 lời phản_hồi từ shop,1,tiêu cực,chất_lượng_liệu vải mỏng không dày như mình nghĩ màu_sắc đúng màu tôi muốn 1 lời phản_hồi từ shop,chất_lượng liệu vải mỏng không dày như mình nghĩ màu_sắc đúng màu tôi muốn 1 lời phản_hồi từ shop,all_bad_reviews
Lần trước mua vải mềm đẹp lần này mua vải siêu tệ luôn,lần trước mua vải mềm đẹp lần này mua vải siêu_tệ luôn,2,tiêu cực,lần trước mua vải mềm đẹp lần này mua vải siêu_tệ luôn,lần trước mua vải mềm đẹp lần này mua vải siêu_t@@ ệ luôn,all_bad_reviews
"Tính năng nổi bật:nghe đồng đều cả hai bên Chất lượng sản phẩm:tốt Đúng như mô tả,hàng đẹp mỗi tội cắm vào máy tính ko có mic","tính_năng nổi_bật nghe đồng_đều cả hai bên chất_lượng lượng sản_phẩm tốt đúng như mô_tả , hàng đẹp mỗi tội cắm vào máy_tính không có mic",5,tích cực,"tính_năng nổi_bật nghe đồng_đều cả hai bên chất_lượng lượng sản_phẩm tốt đúng như mô_tả , hàng đẹp mỗi tội cắm vào máy_tính không có mic","tính_năng nổi_bật nghe đồng_đều cả hai bên chất_lượng lượng sản_phẩm tốt đúng như mô_tả , hàng đẹp mỗi tội cắm vào máy_tính không có mic",all_good_reviews
"Mua hàng tiki yên tâm chất lượng, sản phẩm tốt giao hàng nhanh","mua hàng tiki yên_tâm chất_lượng lượng , sản_phẩm tốt giao hàng nhanh",5,tích cực,"mua hàng tiki yên_tâm chất_lượng_lượng , sản_phẩm tốt giao hàng nhanh","mua hàng ti@@ ki yên_tâm chất_lượng lượng , sản_phẩm tốt giao hàng nhanh",all_reviews
Xài okie hàng tốt,dùng okie hàng tốt,5,tích cực,dùng okie hàng tốt,dùng o@@ kie hàng tốt,all_reviews
"Hoàn hảo cho việc sử dụng hàng ngày, Khăn giấy chất lượng cao, Thiết kế đẹp mắt, Giá trị tuyệt vời cho số tiền bỏ ra,","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , thiết_kế đẹp_mắt , giá_trị tuyệt_vời cho số tiền bỏ ra ,",5,tích cực,"hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng_lượng cao , thiết_kế đẹp_mắt , giá_trị tuyệt_vời cho số tiền bỏ ra ,","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , thiết_kế đẹp_mắt , giá_trị tuyệt_vời cho số tiền bỏ ra ,",all_reviews
